length,mean_nwidth,stdev_nwidth,mean_ndepth,stdev_ndepth,mean_balanced2,stdev_balanced2,mean_width,stdev_width,mean_depth,stdev_depth,mean_navdepth,stdev_navdepth,mean_avdepth,stdev_avdepth
71,0.99999999999999978,0.016386597405259194,1.0,0.31243559336285615,1.8383398366509796,0.36539652717584964,1.5033964547238956,0.024635552444054444,19.23076923076923,6.008376795439542,0.99999999999999989,0.25743786616129644,10.848320693391116,2.7927685307400449
72,1.0000000000000002,0.01398392291632918,1.0000000000000002,0.22609284822287776,1.7941497088205289,0.30359468813153778,1.5079016431918173,0.021086380343800486,18.435897435897434,4.1682245608269,0.99999999999999978,0.17585023269755626,10.503917378917381,1.8471163153185266
73,1.0000000000000002,0.012620005767845116,1.0,0.22274001001723551,1.9709094456564924,0.42442662530159608,1.5097815700787602,0.019053452122580215,18.821428571428573,4.1922851885386825,0.99999999999999978,0.22296918317043854,11.083659491193741,2.4713145032907469
74,1.0,0.01689814963498382,1.0,0.30874914795789854,1.8398163626284909,0.29804611533015885,1.5050947304364091,0.025433315969740033,18.625,5.7504528807158604,1.0,0.32285800707334011,11.206081081081081,3.6179730049400987
75,1.0,0.011470290820913061,0.99999999999999989,0.24226494850761038,1.8963375069223045,0.40215320810130006,1.5051276252555845,0.017264251584271764,20.600000000000001,4.9906579392567743,1.0,0.27634632741779586,11.83911111111111,3.2716948754467756
76,1.0,0.0059915794987996816,1.0,0.16823940760088341,2.3555174008899429,0.51784660646071068,1.5035193960982143,0.0090084559897097675,18.888888888888889,3.177855476905576,1.0,0.18042553770363931,11.578947368421053,2.0891378049895084
77,1.0,0.014608175498171323,1.0,0.21504301048385754,2.0376772588684213,0.50534702559920475,1.5095480802880799,0.022051743279775882,19.375,4.1664583281247394,1.0,0.22760431689233354,10.794642857142858,2.4569073135967079
78,1.0,0.01285804295440449,1.0000000000000002,0.24159539430785301,2.3465718779732132,0.58456890966787434,1.5079987281558549,0.019389912421815324,19.733333333333334,4.7674824476749667,1.0,0.26006588289620491,11.195726495726497,2.9116264957755456
79,1.0000000000000002,0.013501377921169691,0.99999999999999978,0.27029406428448555,2.1683056057917494,0.29586248135403875,1.5106370050049769,0.020395681106276143,19.714285714285715,5.3286544101798583,1.0,0.24079603356303489,11.376130198915007,2.7393270291953926
80,0.99999999999999989,0.016381680718826966,1.0000000000000002,0.41113799494541092,1.7049075151526079,0.28345308129427926,1.5116135585425752,0.02476277068629433,21.583333333333332,8.8737283909051197,1.0000000000000002,0.35499156395268955,12.026041666666666,4.269143339410209
81,0.99999999999999989,0.0090971397252914941,1.0,0.16046684164419503,2.2613588645334652,0.27473004385375077,1.4847438994948574,0.013506922709978943,20.166666666666668,3.2360813064912666,1.0,0.1564093963543578,10.975308641975309,1.7166413994941241
82,1.0000000000000004,0.017070015610171282,1.0,0.2457879970547758,2.0547715014973589,0.51420843816881012,1.5124671454200731,0.02581783778219186,19.307692307692307,4.7455990200575942,0.99999999999999989,0.24522853328044025,10.441838649155724,2.5606367766834714
83,1.0,0.015802631411293604,1.0,0.23518077468690612,2.0341407549436488,0.52282047028764167,1.5075445924890027,0.023823171531192538,22.09090909090909,5.1953571135380177,1.0,0.22704157100586025,12.905805038335158,2.9301542509989611
84,0.99999999999999989,0.015508219302605245,0.99999999999999989,0.12459083359940036,2.1418304161093276,0.5949446916522434,1.5116826056512467,0.023443505364373275,18.545454545454547,2.3105936412979697,1.0,0.16264370599147726,9.8809523809523814,1.6070747139634065
85,1.0,0.013201319798922834,0.99999999999999989,0.26892470968601723,1.8939997750353339,0.35787564215206702,1.5083314184059888,0.019911965417140392,20.666666666666668,5.5577773335110221,0.99999999999999989,0.2318289157270873,11.566666666666668,2.6814877919099769
86,1.0000000000000002,0.014592305932674033,1.0,0.26504326794751365,2.0078717432601527,0.51801938784135915,1.5174543997846168,0.022143158840539381,18.857142857142858,4.9979587670102577,1.0000000000000002,0.24931651289000628,10.963455149501661,2.7333704070997364
87,1.0000000000000002,0.0099942095891114077,1.0,0.15764539639937847,2.1996762211822785,0.57826429828484194,1.5151065681649523,0.015142292592079902,19.5,3.0740852297878796,0.99999999999999978,0.18788145378016921,11.218390804597702,2.1077275734418981
88,1.0,0.01670860045972121,1.0,0.25531864537985871,2.0683064437682885,0.50456597518375634,1.4997802312163053,0.02505922866078153,21.625,5.5212657063394444,1.0000000000000002,0.24361643153579232,12.63494318181818,3.0780797706120344
89,1.0000000000000002,0.012675851820058518,1.0000000000000002,0.33461449517807407,2.0496925490489226,0.32265645659529119,1.5123667447464235,0.019170536753989918,20.272727272727273,6.783548402246411,1.0,0.34355600784763407,11.2073544433095,3.8503539510768552
90,1.0,0.018749535623438326,1.0,0.322490309931942,2.3350639529859114,0.31028397263418711,1.5137708806536803,0.028382501052539821,20.0,6.4498061986388402,1.0,0.30077482177467735,11.211111111111112,3.3720199463405498
91,1.0000000000000002,0.010603964021391549,1.0,0.096225044864937631,2.3307330943497901,0.58791615604866765,1.5118786404659179,0.016031906708210978,24.0,2.3094010767585029,1.0,0.12064959508331735,14.992673992673993,1.8088600464322999
92,1.0000000000000002,0.01181000802389723,1.0,0.22422448706590709,2.0880556956466734,0.60234402694850975,1.5138837872306119,0.017878979674441468,21.300000000000001,4.7759815745038212,1.0,0.209518639401575,11.922826086956523,2.4980542995607351
93,1.0,0.0044686224985428513,1.0,0.027027027027026973,2.5,1.5,1.4960469712824089,0.0066852691547494292,18.5,0.5,1.0,0.050047214353163394,11.387096774193548,0.56989247311827995
94,1.0000000000000002,0.014598583785714979,1.0,0.19658927487319616,2.0929472074538098,0.52517509899829196,1.4998563355615719,0.021895778381231076,27.600000000000001,5.4258639865002145,1.0,0.21073351779859756,14.148936170212767,2.9816550922567524
95,1.0,0.0,1.0,0.0,2.25,0.0,1.5,0.0,15.0,0.0,1.0,0.0,9.1684210526315795,0.0
96,1.0,0.0086422133793640932,1.0,0.31852722671951189,2.0722143461114091,0.12057544705336216,1.500337726851289,0.012966238776558872,26.5,8.4409715080670669,1.0,0.28336717141846524,13.697916666666666,3.881539900159185
97,1.0,0.0061101244679478859,1.0,0.23570226039551589,2.2432795698924699,0.344049267190224,1.5181507601753548,0.009276090105781197,24.0,5.6568542494923806,1.0,0.20498930365173795,12.951890034364261,2.6549989191182144
98,1.0000000000000002,0.021373124476839454,1.0,0.29928107357086986,1.8712181158806409,0.35278364980350735,1.5255212676847656,0.032605155946292409,21.0,6.2849025449882676,1.0,0.17433072595736998,11.326530612244898,1.9745623042110279
99,1.0,0.0,1.0,0.22222222222222227,2.25,0.75,1.5025641025641026,0.0,18.0,4.0,1.0,0.2810707456978967,10.565656565656566,2.9696969696969693
100,1.0,0.014763738388465933,1.0,0.17496355305594133,2.0714753819925149,0.87310896902302793,1.514565520241745,0.022360649113039952,21.0,3.6742346141747673,0.99999999999999989,0.15021110782250857,11.200000000000001,1.6823644076120965
102,1.0,0.012470675392023678,1.0,0.076923076923076872,2.0,0.0,1.5240053763440859,0.019005376344086056,19.5,1.5,1.0,0.13509060955518937,11.901960784313726,1.6078431372549016
103,1.0,0.00088435728034125249,1.0,0.043478260869565188,2.0,0.0,1.5244250594766058,0.0013481363996827866,23.0,1.0,1.0,0.11486486486486486,11.495145631067961,1.3203883495145625
104,1.0,0.0,1.0,0.0,2.25,0.0,1.5175879396984924,0.0,18.0,0.0,1.0,0.0,12.384615384615385,0.0
105,1.0,0.0,1.0,0.0,2.25,0.0,1.4928909952606635,0.0,33.0,0.0,1.0,0.0,18.590476190476192,0.0
106,1.0,0.016040057710260569,1.0,0.023255813953488413,2.0,0.0,1.5368462240772141,0.024651102125994528,21.5,0.5,0.99999999999999989,0.031562125449460576,11.806603773584907,0.37264150943396235
107,1.0,0.0096491842307961928,1.0,0.1538461538461538,2.0,0.0,1.4833395654160955,0.014313016743529028,26.0,4.0,1.0,0.2140416278347313,15.042056074766355,3.2196261682243001
108,1.0,0.0,1.0,0.0,2.25,0.0,1.5047169811320755,0.0,26.0,0.0,1.0,0.0,13.046296296296296,0.0
110,1.0,0.016933685537648124,1.0,0.05832118435198045,2.8431509833208866,1.1569323315967917,1.5272620112428377,0.02586217463198226,21.0,1.2247448713915889,1.0000000000000002,0.079547573123063223,13.579545454545453,1.080219885023415
111,1.0,0.0067609096496619725,1.0,0.15789473684210531,2.0,0.0,1.5341819896275342,0.010372465818010435,19.0,3.0,1.0,0.16747572815533984,11.135135135135135,1.8648648648648649
112,1.0,0.0,1.0,0.0,2.25,0.0,1.5162790697674418,0.0,23.0,0.0,1.0,0.0,13.330357142857142,0.0
113,0.99999999999999989,0.01589815961788869,1.0,0.036732819801898582,1.6666666666666667,0.47140452079103168,1.4996168582375482,0.023841148177937248,25.666666666666668,0.94280904158206336,1.0,0.10052011962948305,14.56047197640118,1.4636203849295828
117,1.0,0.01842439644218552,1.0,0.25,2.0,0.0,1.5348285072285581,0.028278288887946701,16.0,4.0,1.0,0.28867342441604238,9.6965811965811959,2.799145299145299
118,1.0,0.0,1.0,0.0,2.25,0.0,1.5518867924528301,0.0,19.0,0.0,1.0,0.0,10.279661016949152,0.0
119,1.0,0.0,1.0,0.0,2.25,0.0,1.4777327935222673,0.0,16.0,0.0,1.0,0.0,9.4873949579831933,0.0
121,1.0,0.0,1.0,0.0,2.25,0.0,1.5633802816901408,0.0,14.0,0.0,1.0,0.0,6.9421487603305785,0.0
122,1.0,0.0,1.0,0.0,2.25,0.0,1.5193133047210301,0.0,15.0,0.0,1.0,0.0,9.0737704918032787,0.0
127,1.0,0.0,1.0,0.0,2.25,0.0,1.4980237154150198,0.0,25.0,0.0,1.0,0.0,13.291338582677165,0.0
130,1.0,0.0,1.0,0.0,2.25,0.0,1.5078740157480315,0.0,16.0,0.0,1.0,0.0,9.0769230769230766,0.0
131,1.0,0.0,1.0,0.0,2.25,0.0,1.5284552845528456,0.0,21.0,0.0,1.0,0.0,12.419847328244275,0.0
137,1.0,0.0,1.0,0.0,2.25,0.0,1.5018450184501846,0.0,18.0,0.0,1.0,0.0,10.941605839416058,0.0
